month,db-name,value
2012-10,Graphite,
2012-11,Graphite,
2012-12,Graphite,
2013-01,Graphite,
2013-02,Graphite,
2013-03,Graphite,
2013-04,Graphite,
2013-05,Graphite,
2013-06,Graphite,
2013-07,Graphite,
2013-08,Graphite,
2013-09,Graphite,
2013-10,Graphite,
2013-11,Graphite,
2013-12,Graphite,
2014-01,Graphite,
2014-02,Graphite,
2014-03,Graphite,
2014-04,Graphite,
2014-05,Graphite,
2014-06,Graphite,
2014-07,Graphite,
2014-08,Graphite,
2014-09,Graphite,
2014-10,Graphite,
2014-11,Graphite,
2014-12,Graphite,
2015-01,Graphite,
2015-02,Graphite,
2015-03,Graphite,
2015-04,Graphite,
2015-05,Graphite,1.501
2015-06,Graphite,1.477
2015-07,Graphite,1.405
2015-08,Graphite,1.466
2015-09,Graphite,1.478
2015-10,Graphite,1.49
2015-11,Graphite,1.537
2015-12,Graphite,1.561
2016-01,Graphite,1.577
2016-02,Graphite,1.568
2016-03,Graphite,1.556
2016-04,Graphite,1.636
2016-05,Graphite,1.681
2016-06,Graphite,1.736
2016-07,Graphite,1.77
2016-08,Graphite,1.823
2016-09,Graphite,1.9
2016-10,Graphite,1.907
2016-11,Graphite,1.899
2016-12,Graphite,1.911
2017-01,Graphite,1.742
2017-02,Graphite,1.781
2017-03,Graphite,1.821
2017-04,Graphite,2.011
2017-05,Graphite,2
2017-06,Graphite,2.068
2017-07,Graphite,2.297
2017-08,Graphite,2.552
2017-09,Graphite,2.763
2017-10,Graphite,2.856
2017-11,Graphite,2.65
2017-12,Graphite,2.411
2018-01,Graphite,2.227
2018-02,Graphite,2.074
2018-03,Graphite,2.189
2018-04,Graphite,2.263
2018-05,Graphite,2.382
2018-06,Graphite,2.552
2018-07,Graphite,2.596
2018-08,Graphite,2.697
2018-09,Graphite,2.809
2018-10,Graphite,2.845
2018-11,Graphite,2.783
2018-12,Graphite,2.855
2019-01,Graphite,2.953
2019-02,Graphite,3.075
2019-03,Graphite,3.124
2019-04,Graphite,3.228
2019-05,Graphite,3.331
2019-06,Graphite,3.438
2019-07,Graphite,3.395
2019-08,Graphite,3.319
2019-09,Graphite,3.344
2019-10,Graphite,3.324
2019-11,Graphite,3.353
2019-12,Graphite,3.354
2020-01,Graphite,3.341
2020-02,Graphite,3.44
2020-03,Graphite,3.427
2020-04,Graphite,3.46
2020-05,Graphite,3.628
2020-06,Graphite,3.834
2020-07,Graphite,4.113
2020-08,Graphite,4.308
2020-09,Graphite,4.364
2020-10,Graphite,4.645
2020-11,Graphite,4.676
2020-12,Graphite,4.681
2021-01,Graphite,4.619
2021-02,Graphite,4.675
2012-10,Adabas,5.16
2012-11,Adabas,3.325
2012-12,Adabas,4.226
2013-01,Adabas,3.879
2013-02,Adabas,2.783
2013-03,Adabas,2.967
2013-04,Adabas,3.345
2013-05,Adabas,4.218
2013-06,Adabas,3.602
2013-07,Adabas,3.376
2013-08,Adabas,3.203
2013-09,Adabas,3.134
2013-10,Adabas,3.08
2013-11,Adabas,3.749
2013-12,Adabas,3.936
2014-01,Adabas,3.577
2014-02,Adabas,3.602
2014-03,Adabas,3.426
2014-04,Adabas,3.542
2014-05,Adabas,3.528
2014-06,Adabas,3.29
2014-07,Adabas,3.209
2014-08,Adabas,3.192
2014-09,Adabas,3.073
2014-10,Adabas,3.44
2014-11,Adabas,3.788
2014-12,Adabas,4.296
2015-01,Adabas,4.151
2015-02,Adabas,4.435
2015-03,Adabas,4.67
2015-04,Adabas,4.669
2015-05,Adabas,4.641
2015-06,Adabas,4.684
2015-07,Adabas,4.802
2015-08,Adabas,4.888
2015-09,Adabas,5.031
2015-10,Adabas,4.983
2015-11,Adabas,4.702
2015-12,Adabas,4.408
2016-01,Adabas,4.209
2016-02,Adabas,3.863
2016-03,Adabas,3.574
2016-04,Adabas,3.65
2016-05,Adabas,3.817
2016-06,Adabas,3.909
2016-07,Adabas,4.196
2016-08,Adabas,4.321
2016-09,Adabas,3.895
2016-10,Adabas,3.939
2016-11,Adabas,3.74
2016-12,Adabas,3.99
2017-01,Adabas,4.2
2017-02,Adabas,4.21
2017-03,Adabas,4.044
2017-04,Adabas,4.03
2017-05,Adabas,3.894
2017-06,Adabas,4.066
2017-07,Adabas,4.075
2017-08,Adabas,4.133
2017-09,Adabas,3.897
2017-10,Adabas,3.702
2017-11,Adabas,3.901
2017-12,Adabas,3.754
2018-01,Adabas,3.333
2018-02,Adabas,3.5
2018-03,Adabas,3.127
2018-04,Adabas,2.878
2018-05,Adabas,3.012
2018-06,Adabas,3.059
2018-07,Adabas,2.954
2018-08,Adabas,3.204
2018-09,Adabas,3.378
2018-10,Adabas,3.768
2018-11,Adabas,3.763
2018-12,Adabas,3.829
2019-01,Adabas,3.8
2019-02,Adabas,3.783
2019-03,Adabas,3.944
2019-04,Adabas,4.543
2019-05,Adabas,4.252
2019-06,Adabas,4.331
2019-07,Adabas,4.984
2019-08,Adabas,3.986
2019-09,Adabas,4.158
2019-10,Adabas,4.421
2019-11,Adabas,4.339
2019-12,Adabas,4.658
2020-01,Adabas,4.532
2020-02,Adabas,4.509
2020-03,Adabas,4.276
2020-04,Adabas,4.13
2020-05,Adabas,4.652
2020-06,Adabas,4.648
2020-07,Adabas,4.778
2020-08,Adabas,4.762
2020-09,Adabas,5.113
2020-10,Adabas,5.237
2020-11,Adabas,5.11
2020-12,Adabas,4.987
2021-01,Adabas,4.66
2021-02,Adabas,4.582
2012-10,Ignite,
2012-11,Ignite,
2012-12,Ignite,
2013-01,Ignite,
2013-02,Ignite,
2013-03,Ignite,
2013-04,Ignite,
2013-05,Ignite,
2013-06,Ignite,
2013-07,Ignite,
2013-08,Ignite,
2013-09,Ignite,
2013-10,Ignite,
2013-11,Ignite,
2013-12,Ignite,
2014-01,Ignite,
2014-02,Ignite,
2014-03,Ignite,
2014-04,Ignite,
2014-05,Ignite,
2014-06,Ignite,
2014-07,Ignite,
2014-08,Ignite,
2014-09,Ignite,
2014-10,Ignite,
2014-11,Ignite,
2014-12,Ignite,
2015-01,Ignite,
2015-02,Ignite,
2015-03,Ignite,
2015-04,Ignite,
2015-05,Ignite,
2015-06,Ignite,
2015-07,Ignite,
2015-08,Ignite,
2015-09,Ignite,
2015-10,Ignite,
2015-11,Ignite,
2015-12,Ignite,
2016-01,Ignite,
2016-02,Ignite,
2016-03,Ignite,
2016-04,Ignite,
2016-05,Ignite,
2016-06,Ignite,
2016-07,Ignite,
2016-08,Ignite,0.586
2016-09,Ignite,1.075
2016-10,Ignite,1.19
2016-11,Ignite,1.231
2016-12,Ignite,1.398
2017-01,Ignite,1.681
2017-02,Ignite,1.784
2017-03,Ignite,1.839
2017-04,Ignite,2.02
2017-05,Ignite,2.277
2017-06,Ignite,2.384
2017-07,Ignite,2.599
2017-08,Ignite,2.601
2017-09,Ignite,2.792
2017-10,Ignite,2.802
2017-11,Ignite,2.823
2017-12,Ignite,3.256
2018-01,Ignite,2.958
2018-02,Ignite,3.355
2018-03,Ignite,3.163
2018-04,Ignite,3.117
2018-05,Ignite,3.155
2018-06,Ignite,3.474
2018-07,Ignite,3.455
2018-08,Ignite,3.711
2018-09,Ignite,4.014
2018-10,Ignite,4.384
2018-11,Ignite,4.722
2018-12,Ignite,4.901
2019-01,Ignite,5.42
2019-02,Ignite,5.18
2019-03,Ignite,5.086
2019-04,Ignite,5.05
2019-05,Ignite,4.421
2019-06,Ignite,4.283
2019-07,Ignite,4.708
2019-08,Ignite,4.003
2019-09,Ignite,4.448
2019-10,Ignite,4.65
2019-11,Ignite,4.941
2019-12,Ignite,5.014
2020-01,Ignite,5.001
2020-02,Ignite,5.162
2020-03,Ignite,4.954
2020-04,Ignite,4.559
2020-05,Ignite,4.872
2020-06,Ignite,4.953
2020-07,Ignite,5.083
2020-08,Ignite,5.319
2020-09,Ignite,5.424
2020-10,Ignite,5.296
2020-11,Ignite,5.321
2020-12,Ignite,5.112
2021-01,Ignite,4.734
2021-02,Ignite,4.451
2012-10,Oracle NoSQL,0.44
2012-11,Oracle NoSQL,0.698
2012-12,Oracle NoSQL,1.314
2013-01,Oracle NoSQL,0.777
2013-02,Oracle NoSQL,0.642
2013-03,Oracle NoSQL,0.956
2013-04,Oracle NoSQL,1.032
2013-05,Oracle NoSQL,1.11
2013-06,Oracle NoSQL,1.193
2013-07,Oracle NoSQL,1.114
2013-08,Oracle NoSQL,1.409
2013-09,Oracle NoSQL,1.163
2013-10,Oracle NoSQL,1.163
2013-11,Oracle NoSQL,1.405
2013-12,Oracle NoSQL,1.45
2014-01,Oracle NoSQL,1.28
2014-02,Oracle NoSQL,1.241
2014-03,Oracle NoSQL,1.209
2014-04,Oracle NoSQL,1.354
2014-05,Oracle NoSQL,1.351
2014-06,Oracle NoSQL,1.422
2014-07,Oracle NoSQL,1.485
2014-08,Oracle NoSQL,1.638
2014-09,Oracle NoSQL,1.589
2014-10,Oracle NoSQL,1.489
2014-11,Oracle NoSQL,1.454
2014-12,Oracle NoSQL,1.743
2015-01,Oracle NoSQL,1.844
2015-02,Oracle NoSQL,2.005
2015-03,Oracle NoSQL,2.116
2015-04,Oracle NoSQL,2.133
2015-05,Oracle NoSQL,2.295
2015-06,Oracle NoSQL,2.454
2015-07,Oracle NoSQL,2.465
2015-08,Oracle NoSQL,2.452
2015-09,Oracle NoSQL,2.583
2015-10,Oracle NoSQL,2.668
2015-11,Oracle NoSQL,2.599
2015-12,Oracle NoSQL,2.497
2016-01,Oracle NoSQL,2.522
2016-02,Oracle NoSQL,2.53
2016-03,Oracle NoSQL,2.511
2016-04,Oracle NoSQL,2.448
2016-05,Oracle NoSQL,2.527
2016-06,Oracle NoSQL,2.585
2016-07,Oracle NoSQL,2.659
2016-08,Oracle NoSQL,2.793
2016-09,Oracle NoSQL,2.532
2016-10,Oracle NoSQL,2.676
2016-11,Oracle NoSQL,2.667
2016-12,Oracle NoSQL,2.586
2017-01,Oracle NoSQL,2.99
2017-02,Oracle NoSQL,3.193
2017-03,Oracle NoSQL,2.852
2017-04,Oracle NoSQL,2.981
2017-05,Oracle NoSQL,3.059
2017-06,Oracle NoSQL,3.079
2017-07,Oracle NoSQL,2.877
2017-08,Oracle NoSQL,2.95
2017-09,Oracle NoSQL,2.804
2017-10,Oracle NoSQL,2.779
2017-11,Oracle NoSQL,3.09
2017-12,Oracle NoSQL,3.136
2018-01,Oracle NoSQL,2.69
2018-02,Oracle NoSQL,3.06
2018-03,Oracle NoSQL,2.491
2018-04,Oracle NoSQL,2.604
2018-05,Oracle NoSQL,2.386
2018-06,Oracle NoSQL,2.359
2018-07,Oracle NoSQL,1.923
2018-08,Oracle NoSQL,2.584
2018-09,Oracle NoSQL,2.921
2018-10,Oracle NoSQL,2.976
2018-11,Oracle NoSQL,3.154
2018-12,Oracle NoSQL,2.982
2019-01,Oracle NoSQL,3.048
2019-02,Oracle NoSQL,3.137
2019-03,Oracle NoSQL,2.971
2019-04,Oracle NoSQL,3.624
2019-05,Oracle NoSQL,3.391
2019-06,Oracle NoSQL,3.457
2019-07,Oracle NoSQL,4.159
2019-08,Oracle NoSQL,3.123
2019-09,Oracle NoSQL,3.39
2019-10,Oracle NoSQL,3.566
2019-11,Oracle NoSQL,3.388
2019-12,Oracle NoSQL,3.617
2020-01,Oracle NoSQL,3.914
2020-02,Oracle NoSQL,3.974
2020-03,Oracle NoSQL,3.81
2020-04,Oracle NoSQL,3.761
2020-05,Oracle NoSQL,4.219
2020-06,Oracle NoSQL,4.419
2020-07,Oracle NoSQL,4.343
2020-08,Oracle NoSQL,4.171
2020-09,Oracle NoSQL,4.244
2020-10,Oracle NoSQL,4.013
2020-11,Oracle NoSQL,4.42
2020-12,Oracle NoSQL,4.495
2021-01,Oracle NoSQL,4.516
2021-02,Oracle NoSQL,4.189
2012-10,Accumulo,0.66
2012-11,Accumulo,1.037
2012-12,Accumulo,0.89
2013-01,Accumulo,1.197
2013-02,Accumulo,1.28
2013-03,Accumulo,1.158
2013-04,Accumulo,1.389
2013-05,Accumulo,1.668
2013-06,Accumulo,1.917
2013-07,Accumulo,1.964
2013-08,Accumulo,1.791
2013-09,Accumulo,2.064
2013-10,Accumulo,1.937
2013-11,Accumulo,2.311
2013-12,Accumulo,2.253
2014-01,Accumulo,2.214
2014-02,Accumulo,2.196
2014-03,Accumulo,2.268
2014-04,Accumulo,2.317
2014-05,Accumulo,2.433
2014-06,Accumulo,2.558
2014-07,Accumulo,2.617
2014-08,Accumulo,2.702
2014-09,Accumulo,2.706
2014-10,Accumulo,2.766
2014-11,Accumulo,2.7
2014-12,Accumulo,2.756
2015-01,Accumulo,2.862
2015-02,Accumulo,2.962
2015-03,Accumulo,2.994
2015-04,Accumulo,3.071
2015-05,Accumulo,3.259
2015-06,Accumulo,3.476
2015-07,Accumulo,3.725
2015-08,Accumulo,3.937
2015-09,Accumulo,4.116
2015-10,Accumulo,3.941
2015-11,Accumulo,3.787
2015-12,Accumulo,3.691
2016-01,Accumulo,3.54
2016-02,Accumulo,3.431
2016-03,Accumulo,3.326
2016-04,Accumulo,3.294
2016-05,Accumulo,3.329
2016-06,Accumulo,3.341
2016-07,Accumulo,3.352
2016-08,Accumulo,3.527
2016-09,Accumulo,3.431
2016-10,Accumulo,3.471
2016-11,Accumulo,3.496
2016-12,Accumulo,3.473
2017-01,Accumulo,3.296
2017-02,Accumulo,3.218
2017-03,Accumulo,3.21
2017-04,Accumulo,3.513
2017-05,Accumulo,3.455
2017-06,Accumulo,3.491
2017-07,Accumulo,3.662
2017-08,Accumulo,3.878
2017-09,Accumulo,4.001
2017-10,Accumulo,4.125
2017-11,Accumulo,3.951
2017-12,Accumulo,4.006
2018-01,Accumulo,3.918
2018-02,Accumulo,3.95
2018-03,Accumulo,3.968
2018-04,Accumulo,3.93
2018-05,Accumulo,3.887
2018-06,Accumulo,3.838
2018-07,Accumulo,3.778
2018-08,Accumulo,3.729
2018-09,Accumulo,3.796
2018-10,Accumulo,3.919
2018-11,Accumulo,4.029
2018-12,Accumulo,4.034
2019-01,Accumulo,4.104
2019-02,Accumulo,4.126
2019-03,Accumulo,4.122
2019-04,Accumulo,4.174
2019-05,Accumulo,4.109
2019-06,Accumulo,4.143
2019-07,Accumulo,4.189
2019-08,Accumulo,4.039
2019-09,Accumulo,3.946
2019-10,Accumulo,3.948
2019-11,Accumulo,3.984
2019-12,Accumulo,3.916
2020-01,Accumulo,3.827
2020-02,Accumulo,3.795
2020-03,Accumulo,3.727
2020-04,Accumulo,3.67
2020-05,Accumulo,3.853
2020-06,Accumulo,3.974
2020-07,Accumulo,4.02
2020-08,Accumulo,4.112
2020-09,Accumulo,4.171
2020-10,Accumulo,4.262
2020-11,Accumulo,4.134
2020-12,Accumulo,4.099
2021-01,Accumulo,4.132
2021-02,Accumulo,4.064
2012-10,UniData,UniVerse,
2012-11,UniData,UniVerse,
2012-12,UniData,UniVerse,
2013-01,UniData,UniVerse,
2013-02,UniData,UniVerse,
2013-03,UniData,UniVerse,
2013-04,UniData,UniVerse,
2013-05,UniData,UniVerse,2.711
2013-06,UniData,UniVerse,2.466
2013-07,UniData,UniVerse,2.219
2013-08,UniData,UniVerse,2.131
2013-09,UniData,UniVerse,2.069
2013-10,UniData,UniVerse,2.121
2013-11,UniData,UniVerse,2.56
2013-12,UniData,UniVerse,2.681
2014-01,UniData,UniVerse,2.354
2014-02,UniData,UniVerse,2.232
2014-03,UniData,UniVerse,2.142
2014-04,UniData,UniVerse,2.232
2014-05,UniData,UniVerse,2.197
2014-06,UniData,UniVerse,2.212
2014-07,UniData,UniVerse,2.186
2014-08,UniData,UniVerse,2.148
2014-09,UniData,UniVerse,2.111
2014-10,UniData,UniVerse,2.178
2014-11,UniData,UniVerse,2.291
2014-12,UniData,UniVerse,2.667
2015-01,UniData,UniVerse,2.787
2015-02,UniData,UniVerse,2.839
2015-03,UniData,UniVerse,2.887
2015-04,UniData,UniVerse,3.07
2015-05,UniData,UniVerse,3.016
2015-06,UniData,UniVerse,3.12
2015-07,UniData,UniVerse,3.191
2015-08,UniData,UniVerse,3.116
2015-09,UniData,UniVerse,3.464
2015-10,UniData,UniVerse,3.58
2015-11,UniData,UniVerse,3.454
2015-12,UniData,UniVerse,3.226
2016-01,UniData,UniVerse,3.217
2016-02,UniData,UniVerse,3.295
2016-03,UniData,UniVerse,2.983
2016-04,UniData,UniVerse,2.801
2016-05,UniData,UniVerse,2.715
2016-06,UniData,UniVerse,2.692
2016-07,UniData,UniVerse,2.71
2016-08,UniData,UniVerse,2.695
2016-09,UniData,UniVerse,2.818
2016-10,UniData,UniVerse,2.885
2016-11,UniData,UniVerse,2.863
2016-12,UniData,UniVerse,2.834
2017-01,UniData,UniVerse,2.973
2017-02,UniData,UniVerse,2.896
2017-03,UniData,UniVerse,2.871
2017-04,UniData,UniVerse,3.018
2017-05,UniData,UniVerse,2.856
2017-06,UniData,UniVerse,2.814
2017-07,UniData,UniVerse,2.969
2017-08,UniData,UniVerse,3.1
2017-09,UniData,UniVerse,2.683
2017-10,UniData,UniVerse,2.638
2017-11,UniData,UniVerse,2.936
2017-12,UniData,UniVerse,3.018
2018-01,UniData,UniVerse,2.485
2018-02,UniData,UniVerse,2.874
2018-03,UniData,UniVerse,2.631
2018-04,UniData,UniVerse,2.587
2018-05,UniData,UniVerse,2.495
2018-06,UniData,UniVerse,2.718
2018-07,UniData,UniVerse,2.33
2018-08,UniData,UniVerse,2.767
2018-09,UniData,UniVerse,3.051
2018-10,UniData,UniVerse,3.252
2018-11,UniData,UniVerse,3.369
2018-12,UniData,UniVerse,3.22
2019-01,UniData,UniVerse,3.375
2019-02,UniData,UniVerse,3.222
2019-03,UniData,UniVerse,3.249
2019-04,UniData,UniVerse,3.554
2019-05,UniData,UniVerse,3.137
2019-06,UniData,UniVerse,3.249
2019-07,UniData,UniVerse,3.898
2019-08,UniData,UniVerse,3.18
2019-09,UniData,UniVerse,3.277
2019-10,UniData,UniVerse,3.433
2019-11,UniData,UniVerse,3.32
2019-12,UniData,UniVerse,3.3
2020-01,UniData,UniVerse,3.3
2020-02,UniData,UniVerse,3.487
2020-03,UniData,UniVerse,3.544
2020-04,UniData,UniVerse,3.367
2020-05,UniData,UniVerse,3.846
2020-06,UniData,UniVerse,3.872
2020-07,UniData,UniVerse,3.803
2020-08,UniData,UniVerse,2.793
2020-09,UniData,UniVerse,4.38
2020-10,UniData,UniVerse,4.169
2020-11,UniData,UniVerse,4.334
2020-12,UniData,UniVerse,4.215
2021-01,UniData,UniVerse,4.152
2021-02,UniData,UniVerse,4.006
2012-10,RethinkDB,
2012-11,RethinkDB,
2012-12,RethinkDB,0.005
2013-01,RethinkDB,0.005
2013-02,RethinkDB,0.005
2013-03,RethinkDB,0.005
2013-04,RethinkDB,0.005
2013-05,RethinkDB,0.005
2013-06,RethinkDB,0.023
2013-07,RethinkDB,0.031
2013-08,RethinkDB,0.09
2013-09,RethinkDB,0.113
2013-10,RethinkDB,0.148
2013-11,RethinkDB,0.211
2013-12,RethinkDB,0.241
2014-01,RethinkDB,0.256
2014-02,RethinkDB,0.281
2014-03,RethinkDB,0.331
2014-04,RethinkDB,0.355
2014-05,RethinkDB,0.527
2014-06,RethinkDB,0.506
2014-07,RethinkDB,0.626
2014-08,RethinkDB,0.823
2014-09,RethinkDB,0.91
2014-10,RethinkDB,0.961
2014-11,RethinkDB,0.897
2014-12,RethinkDB,1.121
2015-01,RethinkDB,1.256
2015-02,RethinkDB,1.348
2015-03,RethinkDB,1.652
2015-04,RethinkDB,2.053
2015-05,RethinkDB,2.335
2015-06,RethinkDB,2.593
2015-07,RethinkDB,2.766
2015-08,RethinkDB,2.942
2015-09,RethinkDB,3.358
2015-10,RethinkDB,3.683
2015-11,RethinkDB,4.237
2015-12,RethinkDB,4.457
2016-01,RethinkDB,4.814
2016-02,RethinkDB,5.141
2016-03,RethinkDB,4.971
2016-04,RethinkDB,4.9
2016-05,RethinkDB,4.921
2016-06,RethinkDB,4.799
2016-07,RethinkDB,4.755
2016-08,RethinkDB,5.023
2016-09,RethinkDB,5.234
2016-10,RethinkDB,5.899
2016-11,RethinkDB,5.966
2016-12,RethinkDB,5.762
2017-01,RethinkDB,5.643
2017-02,RethinkDB,5.539
2017-03,RethinkDB,5.132
2017-04,RethinkDB,5.008
2017-05,RethinkDB,4.935
2017-06,RethinkDB,4.947
2017-07,RethinkDB,4.879
2017-08,RethinkDB,4.633
2017-09,RethinkDB,4.536
2017-10,RethinkDB,4.634
2017-11,RethinkDB,4.811
2017-12,RethinkDB,5.134
2018-01,RethinkDB,4.69
2018-02,RethinkDB,4.813
2018-03,RethinkDB,4.302
2018-04,RethinkDB,4.236
2018-05,RethinkDB,4.162
2018-06,RethinkDB,4.14
2018-07,RethinkDB,4.011
2018-08,RethinkDB,4.304
2018-09,RethinkDB,4.495
2018-10,RethinkDB,4.585
2018-11,RethinkDB,4.755
2018-12,RethinkDB,4.825
2019-01,RethinkDB,4.526
2019-02,RethinkDB,4.18
2019-03,RethinkDB,4.171
2019-04,RethinkDB,4.423
2019-05,RethinkDB,4.153
2019-06,RethinkDB,4
2019-07,RethinkDB,4.106
2019-08,RethinkDB,3.523
2019-09,RethinkDB,3.564
2019-10,RethinkDB,3.759
2019-11,RethinkDB,3.574
2019-12,RethinkDB,3.759
2020-01,RethinkDB,3.63
2020-02,RethinkDB,3.646
2020-03,RethinkDB,3.399
2020-04,RethinkDB,3.444
2020-05,RethinkDB,3.855
2020-06,RethinkDB,3.907
2020-07,RethinkDB,4.015
2020-08,RethinkDB,4.234
2020-09,RethinkDB,4.281
2020-10,RethinkDB,4.047
2020-11,RethinkDB,4.302
2020-12,RethinkDB,4.168
2021-01,RethinkDB,4.058
2021-02,RethinkDB,3.659
2012-10,SAP Advantage Database Server,
2012-11,SAP Advantage Database Server,
2012-12,SAP Advantage Database Server,
2013-01,SAP Advantage Database Server,
2013-02,SAP Advantage Database Server,
2013-03,SAP Advantage Database Server,
2013-04,SAP Advantage Database Server,
2013-05,SAP Advantage Database Server,
2013-06,SAP Advantage Database Server,
2013-07,SAP Advantage Database Server,
2013-08,SAP Advantage Database Server,
2013-09,SAP Advantage Database Server,
2013-10,SAP Advantage Database Server,1.781
2013-11,SAP Advantage Database Server,2.617
2013-12,SAP Advantage Database Server,2.681
2014-01,SAP Advantage Database Server,2.769
2014-02,SAP Advantage Database Server,2.71
2014-03,SAP Advantage Database Server,2.696
2014-04,SAP Advantage Database Server,2.743
2014-05,SAP Advantage Database Server,2.811
2014-06,SAP Advantage Database Server,2.815
2014-07,SAP Advantage Database Server,2.814
2014-08,SAP Advantage Database Server,2.836
2014-09,SAP Advantage Database Server,2.799
2014-10,SAP Advantage Database Server,2.855
2014-11,SAP Advantage Database Server,2.84
2014-12,SAP Advantage Database Server,2.709
2015-01,SAP Advantage Database Server,2.663
2015-02,SAP Advantage Database Server,2.636
2015-03,SAP Advantage Database Server,2.655
2015-04,SAP Advantage Database Server,2.704
2015-05,SAP Advantage Database Server,2.656
2015-06,SAP Advantage Database Server,2.685
2015-07,SAP Advantage Database Server,3.024
2015-08,SAP Advantage Database Server,3.071
2015-09,SAP Advantage Database Server,3.098
2015-10,SAP Advantage Database Server,3.339
2015-11,SAP Advantage Database Server,3.006
2015-12,SAP Advantage Database Server,2.959
2016-01,SAP Advantage Database Server,2.971
2016-02,SAP Advantage Database Server,3.05
2016-03,SAP Advantage Database Server,2.762
2016-04,SAP Advantage Database Server,2.599
2016-05,SAP Advantage Database Server,2.832
2016-06,SAP Advantage Database Server,2.852
2016-07,SAP Advantage Database Server,2.851
2016-08,SAP Advantage Database Server,2.863
2016-09,SAP Advantage Database Server,2.841
2016-10,SAP Advantage Database Server,2.917
2016-11,SAP Advantage Database Server,2.941
2016-12,SAP Advantage Database Server,2.891
2017-01,SAP Advantage Database Server,2.782
2017-02,SAP Advantage Database Server,2.622
2017-03,SAP Advantage Database Server,2.572
2017-04,SAP Advantage Database Server,2.702
2017-05,SAP Advantage Database Server,2.65
2017-06,SAP Advantage Database Server,2.549
2017-07,SAP Advantage Database Server,2.563
2017-08,SAP Advantage Database Server,2.586
2017-09,SAP Advantage Database Server,2.642
2017-10,SAP Advantage Database Server,2.677
2017-11,SAP Advantage Database Server,2.644
2017-12,SAP Advantage Database Server,2.615
2018-01,SAP Advantage Database Server,2.632
2018-02,SAP Advantage Database Server,2.553
2018-03,SAP Advantage Database Server,2.521
2018-04,SAP Advantage Database Server,2.433
2018-05,SAP Advantage Database Server,2.399
2018-06,SAP Advantage Database Server,2.328
2018-07,SAP Advantage Database Server,2.255
2018-08,SAP Advantage Database Server,2.211
2018-09,SAP Advantage Database Server,2.332
2018-10,SAP Advantage Database Server,2.404
2018-11,SAP Advantage Database Server,2.373
2018-12,SAP Advantage Database Server,2.563
2019-01,SAP Advantage Database Server,2.725
2019-02,SAP Advantage Database Server,2.918
2019-03,SAP Advantage Database Server,3.071
2019-04,SAP Advantage Database Server,3.27
2019-05,SAP Advantage Database Server,3.37
2019-06,SAP Advantage Database Server,3.36
2019-07,SAP Advantage Database Server,3.276
2019-08,SAP Advantage Database Server,3.172
2019-09,SAP Advantage Database Server,3.091
2019-10,SAP Advantage Database Server,3.093
2019-11,SAP Advantage Database Server,3.162
2019-12,SAP Advantage Database Server,3.123
2020-01,SAP Advantage Database Server,3.131
2020-02,SAP Advantage Database Server,3.063
2020-03,SAP Advantage Database Server,2.979
2020-04,SAP Advantage Database Server,2.926
2020-05,SAP Advantage Database Server,3.003
2020-06,SAP Advantage Database Server,3.276
2020-07,SAP Advantage Database Server,3.47
2020-08,SAP Advantage Database Server,3.513
2020-09,SAP Advantage Database Server,3.479
2020-10,SAP Advantage Database Server,3.433
2020-11,SAP Advantage Database Server,3.539
2020-12,SAP Advantage Database Server,3.521
2021-01,SAP Advantage Database Server,3.591
2021-02,SAP Advantage Database Server,3.645
2012-10,Google Cloud Bigtable,
2012-11,Google Cloud Bigtable,
2012-12,Google Cloud Bigtable,
2013-01,Google Cloud Bigtable,
2013-02,Google Cloud Bigtable,
2013-03,Google Cloud Bigtable,
2013-04,Google Cloud Bigtable,
2013-05,Google Cloud Bigtable,
2013-06,Google Cloud Bigtable,
2013-07,Google Cloud Bigtable,
2013-08,Google Cloud Bigtable,
2013-09,Google Cloud Bigtable,
2013-10,Google Cloud Bigtable,
2013-11,Google Cloud Bigtable,
2013-12,Google Cloud Bigtable,
2014-01,Google Cloud Bigtable,
2014-02,Google Cloud Bigtable,
2014-03,Google Cloud Bigtable,
2014-04,Google Cloud Bigtable,
2014-05,Google Cloud Bigtable,
2014-06,Google Cloud Bigtable,
2014-07,Google Cloud Bigtable,
2014-08,Google Cloud Bigtable,
2014-09,Google Cloud Bigtable,
2014-10,Google Cloud Bigtable,
2014-11,Google Cloud Bigtable,
2014-12,Google Cloud Bigtable,
2015-01,Google Cloud Bigtable,
2015-02,Google Cloud Bigtable,
2015-03,Google Cloud Bigtable,
2015-04,Google Cloud Bigtable,
2015-05,Google Cloud Bigtable,
2015-06,Google Cloud Bigtable,
2015-07,Google Cloud Bigtable,
2015-08,Google Cloud Bigtable,
2015-09,Google Cloud Bigtable,
2015-10,Google Cloud Bigtable,
2015-11,Google Cloud Bigtable,
2015-12,Google Cloud Bigtable,0.158
2016-01,Google Cloud Bigtable,0.154
2016-02,Google Cloud Bigtable,0.158
2016-03,Google Cloud Bigtable,0.178
2016-04,Google Cloud Bigtable,0.182
2016-05,Google Cloud Bigtable,0.208
2016-06,Google Cloud Bigtable,0.231
2016-07,Google Cloud Bigtable,0.286
2016-08,Google Cloud Bigtable,0.43
2016-09,Google Cloud Bigtable,0.344
2016-10,Google Cloud Bigtable,0.308
2016-11,Google Cloud Bigtable,0.322
2016-12,Google Cloud Bigtable,0.274
